SCC.Lane.Deviation.2,VDS.Veh.Speed
-0.553835988,0.000360363
-0.553836167,0.000359913
-0.553836524,0.000357735
-0.553836882,0.000356479
-0.55383718,0.000355932
-0.553837478,0.000355038
-0.553837776,0.00035484
-0.553837955,0.000352113
-0.553838134,0.000350649
-0.553838253,0.0003497
-0.553838432,0.000348736
-0.553838551,0.000349507
-0.55383873,0.000348135
-0.553838909,0.000347096
-0.553838968,0.00034562
-0.553839087,0.000347483
-0.553838849,0.000343839
-0.553838313,0.00034342
-0.553837299,0.000341091
-0.553835928,0.000338681
-0.5538342,0.000335345
-0.553831995,0.000330679
-0.55382961,0.000325159
-0.553827047,0.00032121
-0.553824663,0.000317759
-0.553822517,0.000315483
-0.55382067,0.000314825
-0.55381912,0.000314112
-0.553817809,0.000311542
-0.553816736,0.000313382
-0.553815901,0.000314367
-0.553815544,0.000316254
-0.553815365,0.0003185
-0.553815305,0.000320383
-0.553815365,0.000321011
-0.553815484,0.000321406
-0.553815782,0.00032249
-0.553816319,0.000323158
-0.553816915,0.000323895
-0.553817511,0.00032321
-0.553818166,0.000321737
-0.553818703,0.000321674
-0.55381918,0.000320558
-0.553819716,0.000319435
-0.553820193,0.000319102
-0.55382067,0.000318382
-0.553821027,0.000317381
-0.553821385,0.000318151
-0.553821623,0.00031705
-0.553821743,0.000316157
-0.553821743,0.00031283
-0.553821623,0.000311143
-0.553821564,0.000309179
-0.553821564,0.000307864
-0.553821683,0.000308409
-0.553821862,0.00030884
-0.553822041,0.000306843
-0.5538221,0.000308132
-0.553821981,0.000304859
-0.553821862,0.00030511
-0.553821623,0.000302571
-0.553821385,0.000301075
-0.553821206,0.000299989
-0.553821087,0.000298853
-0.553821087,0.000299727
-0.553821087,0.00030077
-0.553821146,0.000302089
-0.553821146,0.000300136
-0.553821087,0.000298611
-0.553820968,0.000296642
-0.553820968,0.000295122
-0.553821027,0.000294895
-0.553821146,0.000294131
-0.553821266,0.000294441
-0.553821385,0.00029371
-0.553821504,0.000295969
-0.553821504,0.000297589
-0.553821504,0.00030057
-0.553821385,0.000313532
-0.553821087,0.000335621
-0.553820491,0.000345774
-0.553818822,0.00034176
-0.553815842,0.000330878
-0.553812385,0.000319736
-0.553809464,0.000309316
-0.553807497,0.000287782
-0.553806543,0.000255261
-0.553806722,0.000215462
-0.553808749,0.000166323
-0.553813517,0.000106492
-0.553821146,5.92E-05
-0.553831995,3.11E-05
-0.55384618,2.53E-05
-0.553862453,6.30E-05
-0.553879797,9.53E-05
-0.553898633,0.000126095
-0.553917587,0.00015013
-0.553935766,0.000176158
-0.553952754,0.000202898
-0.553967834,0.000246387
-0.553980708,0.000284611
-0.553991556,0.000311131
-0.554001093,0.00032647
-0.554008842,0.000329656
-0.554014087,0.000326799
-0.554016054,0.000316399
-0.554014206,0.000311924
-0.554010212,0.000305131
-0.553998709,0.000296349
-0.553985894,0.000292304
-0.553970456,0.000291343
-0.553953111,0.000295069
-0.553934574,0.0002993
-0.553915858,0.000302492
-0.553897977,0.000303221
-0.553881407,0.000304336
-0.553866625,0.000300373
-0.553853989,0.000293161
-0.553843617,0.000281294
-0.55383569,0.000266434
-0.553829849,0.000249673
-0.553825915,0.000230427
-0.553823531,0.000211413
-0.553822458,0.000191666
-0.553822458,0.000177411
-0.553823233,0.00016171
-0.553824663,0.000147586
-0.55382669,0.000135299
-0.553829134,0.000124745
-0.553831756,0.000115839
-0.553834498,0.000109386
-0.553837299,0.00010305
-0.553840041,9.87E-05
-0.553842545,9.44E-05
-0.553844869,9.18E-05
-0.553846955,8.80E-05
-0.553848684,8.62E-05
-0.553850055,8.21E-05
-0.553851068,8.05E-05
-0.553851724,7.69E-05
-0.553851962,7.67E-05
-0.553851724,7.46E-05
-0.553851008,7.35E-05
-0.553850055,7.21E-05
-0.553848863,7.24E-05
-0.553847432,7.29E-05
-0.553846002,7.38E-05
-0.553844571,7.46E-05
-0.553843319,7.62E-05
-0.553842366,7.88E-05
-0.553841591,8.03E-05
-0.553841352,8.00E-05
-0.553841472,8.03E-05
-0.553842068,8.12E-05
-0.553842902,7.78E-05
-0.553843975,7.56E-05
-0.553845346,7.44E-05
-0.553846657,7.40E-05
-0.553847969,7.14E-05
-0.553849339,7.03E-05
-0.55385071,7.02E-05
-0.553852022,7.09E-05
-0.553853214,7.00E-05
-0.553854227,7.07E-05
-0.553855062,7.10E-05
-0.553855717,7.10E-05
-0.553856254,7.24E-05
-0.553856611,7.42E-05
-0.553856671,7.47E-05
-0.553857267,7.57E-05
-0.553857446,7.69E-05
-0.553857505,7.72E-05
-0.553857565,7.86E-05
-0.553857565,7.96E-05
-0.553857625,7.99E-05
-0.553857684,8.17E-05
-0.553857803,8.42E-05
-0.553857982,8.76E-05
-0.55385828,9.19E-05
-0.553858757,9.34E-05
-0.553859591,9.36E-05
-0.553860724,9.61E-05
-0.553861737,9.59E-05
-0.55386281,9.54E-05
-0.553863883,9.27E-05
-0.553864777,9.16E-05
-0.553865433,9.06E-05
-0.553865731,8.80E-05
-0.55386579,8.51E-05
-0.553865612,8.28E-05
-0.553865194,7.89E-05
-0.553864479,7.34E-05
-0.553863525,6.26E-05
-0.553862214,5.46E-05
-0.553860486,5.04E-05
-0.553858221,4.73E-05
-0.553855538,4.84E-05
-0.553852975,5.42E-05
-0.553850532,6.07E-05
-0.553848624,6.67E-05
-0.553847432,7.25E-05
-0.553847134,7.64E-05
-0.553847671,7.58E-05
-0.553849041,7.33E-05
-0.553850949,6.67E-05
-0.553853154,6.06E-05
-0.55385536,5.56E-05
-0.553857267,5.16E-05
-0.553858876,4.86E-05
-0.553860128,4.82E-05
-0.553861082,4.64E-05
-0.553861797,4.84E-05
-0.553862453,4.95E-05
-0.55386287,5.32E-05
-0.553863347,5.50E-05
-0.553863823,5.61E-05
-0.553864479,5.64E-05
-0.553865135,5.74E-05
-0.553865731,5.78E-05
-0.553866506,5.75E-05
-0.553866506,5.89E-05
-0.553866684,5.81E-05
-0.553866684,5.86E-05
-0.553866684,6.02E-05
-0.553866506,6.02E-05
-0.553866267,6.13E-05
-0.553866088,6.14E-05
-0.553865969,6.02E-05
