SCC.Lane.Deviation.2,VDS.Veh.Speed
0,0.001309497
0,0.001557933
0.178703785,0.001597255
0.178688586,0.001611741
0.178676099,0.001616877
0.178666949,0.001617395
0.178660929,0.001612596
0.178657547,0.001603757
0.17865628,0.001590266
0.178656578,0.001580625
0.178657979,0.001569234
0.178660095,0.001557741
0.178662926,0.001547373
0.17866616,0.00153966
0.178669557,0.001529697
0.178673029,0.001520967
0.178676575,0.001515392
0.178679779,0.001511448
0.178682759,0.001508836
0.178685457,0.001502905
0.178687915,0.001498649
0.178690046,0.00149474
0.178691626,0.001487628
0.178692698,0.001484984
0.178693235,0.001482816
0.178693205,0.00148356
0.178692892,0.001485135
0.178692341,0.001485634
0.17869176,0.001483236
0.178691179,0.0014794
0.178690597,0.001477172
0.178689852,0.001472647
0.178688928,0.001468071
0.178687885,0.001461138
0.178686798,0.001461369
0.178685576,0.001459203
0.178684264,0.001453514
0.178683192,0.001449064
0.178682297,0.0014441
0.178681359,0.00143903
0.178680494,0.001434578
0.17867966,0.001432988
0.17867893,0.001427106
0.178678378,0.00142053
0.178678066,0.001413495
0.178677738,0.001407204
0.178677246,0.001401572
0.178676814,0.001394254
0.178676352,0.001390035
0.178675994,0.001386087
0.182581872,0.001379691
0.182581633,0.001371748
0.18258144,0.001364418
0.182581261,0.001358998
0.182580903,0.001357813
0.18258056,0.001351753
0.182580248,0.001347618
0.182580069,0.001340201
0.182579994,0.001337823
0.18257989,0.001337303
0.182579666,0.001333114
0.182579607,0.001333114
0.182579681,0.001328064
0.182579711,0.001319282
0.182579726,0.001314482
0.182579741,0.001307509
0.182579607,0.001303144
0.182579443,0.00130293
0.182579026,0.001298414
0.182578638,0.001292662
0.18257834,0.001286719
0.182577938,0.001285917
0.182577536,0.001279244
0.182577014,0.001277999
0.182576686,0.00127246
0.182576299,0.001267907
0.182575986,0.001261978
0.182575658,0.001256357
0.182575256,0.001252636
0.182574809,0.001249506
0.182574272,0.001241851
0.18257384,0.001235933
0.182573423,0.001231765
0.182572946,0.00122965
0.18257241,0.00122593
0.182571977,0.001221479
0.18257156,0.001216115
0.182571337,0.001212867
0.182571009,0.001209832
