SCC.Lane.Deviation.2,VDS.Veh.Speed
0,0.001312223
0,0.001561276
0,0.001601834
0.203093618,0.001620665
0.203084126,0.001627344
0.203078032,0.001628327
0.203074649,0.001624616
0.203073397,0.001618065
0.20307374,0.00160923
0.203075245,0.001599599
0.203077555,0.00158822
0.204057038,0.001579308
0.204060361,0.001569305
0.204063803,0.001559538
0.20406729,0.001552557
0.204070643,0.001546278
0.204073831,0.001538962
0.204076752,0.001535128
0.2040793,0.001531365
0.204081491,0.001528529
0.204083368,0.001525226
0.204084843,0.001522436
0.204085767,0.001519182
0.204086289,0.001517989
0.204086483,0.001515653
0.204086363,0.001512864
0.204086021,0.001510437
0.204085395,0.001508572
0.20408453,0.001505781
0.204083562,0.001506726
0.204082504,0.001503827
0.204081476,0.001501282
0.204080433,0.001497532
0.204079434,0.001495701
0.204078451,0.001490231
0.204077497,0.001484752
0.204076573,0.001480394
0.205052108,0.001475864
0.205051109,0.001472609
0.2050502,0.001469151
0.205049396,0.00146222
0.205048785,0.001456468
0.205048218,0.001449885
0.205047742,0.001444638
0.205047309,0.001438343
0.205046907,0.001432495
0.205046549,0.00142684
0.205046281,0.001421783
0.205046043,0.00141737
0.205045834,0.001412406
0.205045685,0.001403996
0.205045596,0.001400001
0.205045462,0.001393925
0.205045223,0.001389765
0.205044925,0.001384231
0.205044642,0.001378517
0.205044404,0.001374309
0.205044165,0.001369423
0.205043942,0.001365162
0.205043718,0.001360423
0.205043525,0.001356071
0.20504345,0.001352037
0.205043331,0.001346383
0.205043182,0.001340602
0.206019521,0.00133635
0.206019267,0.001332543
0.206018984,0.001327253
0.206018716,0.001323311
0.206018433,0.001319399
0.206018165,0.001313801
0.206017882,0.001309529
0.206017509,0.001305227
0.206017002,0.001299736
0.206016541,0.001295152
0.206016093,0.001291655
0.206015691,0.001285769
0.206015334,0.001283729
0.206015006,0.00127833
0.206014663,0.001273657
0.206014395,0.00127005
0.206014127,0.00126496
0.206013903,0.001261852
0.20601365,0.001256828
0.206013441,0.001253237
0.206013247,0.001249173
0.206013054,0.001242453
0.206012875,0.001238621
0.206012636,0.001234631
0.206012264,0.001229468
0.206011847,0.001225761
0.2060114,0.001221007
0.206010953,0.001215978
0.20601055,0.00121178
0.206010163,0.001207704
0.206986353,0.001205865
0.206986025,0.00120131
0.206985801,0.001197751
0.206985593,0.001192906
0.206985429,0.001188057
0.206985265,0.001183924
0.206985012,0.001179213
0.206984803,0.001176327
0.206984505,0.001174238
0.206984222,0.001169911
0.206984118,0.001166858
0.206983969,0.025068985
0.206983835,0.017152235
0.207084864,0.006714162
0.207142383,0.003506445
0.207184896,0.008513954
0.207207248,0.009804873
0.207212418,0.00894339
0.207203746,0.006625594
0.207184911,0.003752925
0.207159519,0.001592003
0.207131043,0.001755281
0.207101852,0.002701043
0.207073301,0.00283296
0.207047194,0.002741412
0.207024902,0.002312495
0.207003772,0.001959274
0.206987679,0.001559498
0.206974164,0.001379152
0.20696421,0.001293048
0.206957743,0.001237579
0.206953675,0.001207672
0.206951886,0.001186478
0.207928732,0.001161707
0.207930848,0.001133267
0.20793435,0.001101831
0.20793891,0.001071595
0.207944259,0.001039245
0.2079501,0.001019633
0.207956001,0.001003323
0.207961902,0.000996093
0.207967818,0.00099477
0.20797357,0.000995043
0.207979128,0.000996307
0.207984298,0.000999219
0.207988799,0.001002126
0.207992554,0.001005041
0.207995534,0.001004764
0.207997918,0.001003034
0.207999602,0.001000234
0.208000705,0.000996535
0.208001181,0.00099364
0.208001092,0.001001459
0.208000541,0.001017899
0.207999587,0.001042542
0.207998425,0.001064332
0.207997352,0.001063286
0.207996786,0.001035018
0.207996845,0.001006804
0.207997456,0.000988047
0.207998514,0.000979257
0.207999706,0.000970175
0.208000928,0.000963818
0.208002046,0.000956561
0.208003029,0.000951146
0.208003968,0.000946975
0.208004862,0.000944744
0.208005607,0.000944064
0.208006382,0.000941098
0.208007097,0.000940837
0.208007768,0.00093927
0.208008334,0.000936507
0.208008841,0.00093502
0.208009318,0.000931274
0.208986267,0.000928088
0.208986565,0.000924618
0.208986789,0.000921421
0.208986953,0.000917373
0.208987087,0.000914791
0.208987176,0.000910496
0.208987251,0.000904542
0.208987325,0.000901775
0.208987102,0.000897876
0.208986849,0.000894606
0.20898658,0.000891745
0.208986297,0.000891603
0.208986074,0.000887396
0.208986014,0.000884828
0.208985955,0.000882304
0.20898582,0.000880373
0.208985716,0.00087539
0.208985627,0.000875482
0.208985478,0.000872488
0.208985358,0.000871118
0.208985224,0.00086964
0.20898515,0.00086445
0.208985075,0.00086144
0.208984897,0.000857205
0.208984613,0.000851749
0.208984181,0.000848323
0.208983645,0.000847472
0.208983168,0.000842461
0.208982751,0.000840119
0.208982393,0.000836149
