daqname,subject,instance,time,road_type,oncoming,direction,heading_local,heading,width,curvature,speed,distance,steer,throttle,brake,lat_dist,front_left_x,front_left_y,front_center_x,front_center_y,front_right_x,front_right_y,pre_phase,ld_phase,post_phase,exceed
20130613103906.daq,32,4,1295.53333333333,1,0,right,0.365322615175842,319.449600219727,12,0.0001,55.2341156005859,0,-1.49412989616394,0.305794715881348,0.0179299563169479,2.76173652349845,26889.1449503633,-46857.4110832731,26887.5439788743,-46859.282244601,26885.9430073853,-46861.1534059289,1,0,0,0
20130613103906.daq,32,4,1295.63333333333,1,0,right,0.372936777040138,319.524932861328,12,0.0001,55.2519721984863,8.10230219298683,-0.307614982128143,0.306630611419678,-0.0200369227677584,2.83548326967814,26895.2852381634,-46862.6914974292,26893.6867282654,-46864.5647621007,26892.0882183674,-46866.4380267722,1,0,0,0
20130613103906.daq,32,4,1295.73333333333,1,0,right,0.328849561813854,319.572036743164,12,0.0001,55.2739562988281,16.2075091658771,0.791009962558746,0.306839287281036,-0.00105336750857532,2.90944488670144,26901.4327297731,-46867.9658749719,26899.8357604593,-46869.8404531736,26898.2387911456,-46871.7150313754,1,0,0,0
20130613103906.daq,32,4,1295.83333333333,1,0,right,0.316333160239822,319.594940185547,12,0.0001,55.2999114990234,24.316238642481,1.14256989955902,0.306681334972382,-0.029528584331274,2.97188912857602,26907.5933748922,-46873.2339636562,26905.9971550508,-46875.1091800814,26904.4009352094,-46876.9843965067,1,0,0,0
20130613103906.daq,32,4,1295.93333333333,1,0,right,0.317329548882697,319.603088378906,12,0.0001,55.3287620544434,32.428997893905,1.31834995746613,0.306578606367111,-0.029528584331274,3.0283964181982,26913.7615174245,-46878.4990753979,26912.1655642791,-46880.374518807,26910.5696111337,-46882.2499622162,1,0,0,0
20130613103906.daq,32,4,1296.03333333333,1,0,right,0.324775601736008,319.603271484375,12,-0.000108213819476282,55.3595314025879,40.5461400517088,1.58201992511749,0.306534469127655,-0.0105450293049216,3.08192554619855,26919.9373025789,-46883.7646888637,26918.341355427,-46885.6401373732,26916.7454082751,-46887.5155858827,1,0,0,0
20130613103906.daq,32,4,1296.13333333333,1,0,right,0.338917758635432,319.595474243164,12,-0.00012657460703686,55.3913993835449,48.6678845759161,1.84568989276886,0.282642900943756,-0.0105450293049216,3.13381432654925,26926.1168237846,-46889.0308050164,26924.5206214223,-46890.9060363201,26922.9244190601,-46892.7812676237,1,0,0,0
20130613103906.daq,32,4,1296.23333333333,1,0,right,0.357661532223233,319.581665039063,12,-0.000145241098057165,55.4230003356934,56.7943174415414,1.84568989276886,0.171338498592377,-0.0105450293049216,3.18971821727026,26932.3020759822,-46894.3051123107,26930.7054217054,-46896.1799588494,26929.1087674286,-46898.0548053881,1,0,0,0
20130613103906.daq,32,4,1296.33333333333,1,0,right,0.376219199641071,319.566589355469,12,-0.000164219278448037,55.4460029602051,64.9249309112201,1.7577999830246,0.116945587098598,-0.0200369227677584,3.24467945394989,26938.4892540398,-46899.579499295,26936.8921065081,-46901.4539256566,26935.2949589764,-46903.3283520183,1,0,0,0
20130613103906.daq,32,4,1296.43333333333,1,0,right,0.393841797789946,319.55110168457,12,-0.000183517846552017,55.4414672851563,73.0571436370083,1.7577999830246,0.0543671101331711,0.0084382938221097,3.30287818691233,26944.6764230393,-46904.8578183885,26943.0787688881,-46906.7318129554,26941.4811147369,-46908.6058075222,1,0,0,0
