daqname,subject,instance,time,road_type,oncoming,direction,heading_local,heading,width,curvature,speed,distance,steer,throttle,brake,lat_dist,front_left_x,front_left_y,front_center_x,front_center_y,front_right_x,front_right_y,pre_phase,ld_phase,post_phase,exceed
20130221090052.daq,17,29,1767.08333333333,1,0,left,-0.405471801757813,270.405471801758,12,0.0001,61.1795845031738,0,0.0439449995756149,0.28694549202919,-0.0295309014618397,-3.25016769700066,-57092.7538895148,-96939.2334966248,-57095.2164188481,-96939.2509237875,-57097.6789481814,-96939.2683509503,1,0,0,0
20130221090052.daq,17,29,1767.18333333333,1,0,left,-0.42120361328125,270.421203613281,12,0.0001,61.1810722351074,8.97313531416876,0.17577999830246,0.28683003783226,0.00843597669154406,-3.29786344863704,-57092.702138978,-96948.2018528625,-57095.1646634334,-96948.219956166,-57097.6271878889,-96948.2380594695,1,0,0,0
20130221090052.daq,17,29,1767.28333333333,1,0,left,-0.4295654296875,270.429565429688,12,0.0001,61.1825485229492,17.9464880369051,0.57128494977951,0.28665480017662,-0.0105473464354873,-3.35697174042557,-57092.6430300739,-96957.1782059606,-57095.1055518612,-96957.1966686477,-57097.5680736484,-96957.2151313348,1,0,0,0
20130221090052.daq,17,29,1767.38333333333,1,0,left,-0.429946899414063,270.429946899414,12,0.0001,61.1840171813965,26.920057002586,0.703119993209839,0.287154078483582,-0.020039239898324,-3.41173159440076,-57092.5883190731,-96966.1469464058,-57095.0508407374,-96966.1654254881,-57097.5133624016,-96966.1839045705,1,0,0,0
20130221090052.daq,17,29,1767.48333333333,1,0,left,-0.425552368164063,270.425552368164,12,0.0001,61.1854820251465,35.893840672652,0.615229964256287,0.286844372749329,-0.00105568463914096,-3.47400573854442,-57092.5260898064,-96975.1236189676,-57094.9886128808,-96975.1419091769,-57097.4511359551,-96975.1601993861,1,0,0,0
20130221090052.daq,17,29,1767.58333333333,1,0,left,-0.423965454101563,270.423965454102,12,0.0001,61.186954498291,44.8678403059312,0.483394980430603,0.28575012087822,-0.00105568463914096,-3.53264201541883,-57092.4675938233,-96984.0924087071,-57094.9301174033,-96984.1106307121,-57097.3926409833,-96984.1288527172,1,0,0,0
20130221090052.daq,17,29,1767.68333333333,1,0,left,-0.425796508789063,270.425796508789,12,0.0001,61.1883773803711,53.8420529651194,0.26366999745369,0.28545081615448,-0.0390225611627102,-3.5953413731597,-57092.4049810155,-96993.0689253536,-57094.8675040119,-96993.0872260558,-57097.3300270083,-96993.105526758,1,0,0,0
20130221090052.daq,17,29,1767.78333333333,1,0,left,-0.434860229492188,270.434860229492,12,0.0001,61.1896514892578,62.8164635439607,0,0.286023139953613,-0.020039239898324,-3.65472223843643,-57092.3458288882,-97002.037448326,-57094.8083489587,-97002.0561385788,-57097.2708690293,-97002.0748288317,1,0,0,0
20130221090052.daq,17,29,1767.88333333333,1,0,left,-0.4525146484375,270.452514648438,12,0.0001,61.1907272338867,71.7910469120106,-0.131834983825684,0.286311715841293,-0.0105473464354873,-3.71844018260594,-57092.2822413776,-97011.0135683654,-57094.7447555723,-97011.0330173881,-57097.207269767,-97011.0524664107,1,0,0,0
20130221090052.daq,17,29,1767.98333333333,1,0,left,-0.472991943359375,270.472991943359,12,0.0001,61.1916770935059,80.765777565859,-0.131834983825684,0.285908758640289,-0.0105473464354873,-3.78204346730613,-57092.2184801491,-97019.9818047372,-57094.6809872354,-97020.0021338519,-57097.1434943218,-97020.0224629666,1,0,0,0
