daqname,subject,instance,time,road_type,oncoming,direction,heading_local,heading,width,curvature,speed,distance,steer,throttle,brake,lat_dist,front_left_x,front_left_y,front_center_x,front_center_y,front_right_x,front_right_y,pre_phase,ld_phase,post_phase,exceed
20140118093043.daq,129,1,110.766666666667,1,0,right,2.61129389334654,92.6080679893494,12,-0.000633337909551073,26.7700252532959,0,6.89936447143555,0.161721765995026,0.253607153892517,2.91490892811619,4960.19055468101,-11506.2089754011,4962.65059485876,-11506.0969185082,4965.11063503652,-11505.9848616153,1,0,0,0
20140118093043.daq,129,1,110.866666666667,1,0,right,2.58026799265201,92.4745242595673,12,-0.000623798366667212,26.7341175079346,3.9236454936904,6.10835456848145,0.1619031727314,0.272590696811676,3.08416345130546,4960.0233599756,-11502.2834546313,4962.48365465073,-11502.1771318445,4964.94394932585,-11502.0708090578,1,0,0,0
20140118093043.daq,129,1,110.966666666667,1,0,right,2.55335243014152,92.3505237102509,12,-0.000614035841853122,26.6982269287109,7.84202616125094,6.0644097328186,0.16197557747364,0.291574031114578,3.26618401240518,4959.86584805528,-11498.3640706757,4962.32636707409,-11498.2630727475,4964.7868860929,-11498.1620748193,1,0,0,0
20140118093043.daq,129,1,111.066666666667,1,0,right,2.55547520364425,92.2328636646271,12,-0.000604062143860674,26.6623706817627,11.7551450099409,5.66890478134155,0.161877408623695,0.291574031114578,3.44743765653133,4959.7162587563,-11494.4487802718,4962.17697999167,-11494.3528353646,4964.63770122705,-11494.2568904574,1,0,0,0
20140118093043.daq,129,1,111.166666666667,1,0,right,2.53052780309305,92.1271193027496,12,-0.000593890426425889,26.6265659332275,15.6630085904585,4.57027959823608,0.16164156794548,0.272590696811676,3.62688784639828,4959.57376352624,-11490.5396839237,4962.03465764536,-11490.4482806532,4964.49555176449,-11490.3568773826,1,0,0,0
20140118093043.daq,129,1,111.266666666667,1,0,right,2.46806127764508,92.0437264442444,12,-0.000583536057863105,26.5908050537109,19.5656242227988,3.55954480171204,0.161598488688469,0.272590696811676,3.80301058556159,4959.43772524958,-11486.6360804026,4961.89874979768,-11486.5482590096,4964.35977434579,-11486.4604376167,1,0,0,0
20140118093043.daq,129,1,111.366666666667,1,0,right,2.3703573793255,91.9803874492645,12,-0.000573017719049461,26.5550765991211,23.4629977349869,2.68064475059509,0.161481767892838,0.253607153892517,3.97292402001523,4959.30632811021,-11482.7388789749,4961.76744823879,-11482.6537782338,4964.22856836736,-11482.5686774926,1,0,0,0
20140118093043.daq,129,1,111.466666666667,1,0,right,2.23896000090609,91.9355400800705,12,-0.000562358015423996,26.5193614959717,27.3551318312248,1.7577999830246,0.161940604448318,0.272590696811676,4.13482612407914,4959.17868894304,-11478.8470573842,4961.63987492895,-11478.7638830719,4964.10106091485,-11478.6807087597,1,0,0,0
20140118093043.daq,129,1,111.566666666667,1,0,right,2.06571465892539,91.9173183441162,12,-0.000551583019797667,26.48366355896,31.2420284697278,0.131834998726845,0.162124484777451,0.310557574033737,4.28521634141989,4959.05235780123,-11474.9618061887,4961.51357011453,-11474.8794146099,4963.97478242784,-11474.797023031,1,0,0,0
20140118093043.daq,129,1,111.666666666667,1,0,right,1.93558387116281,91.9299850463867,12,-0.0005407210231602,26.4480152130127,35.1236929423412,-1.40623986721039,0.162215203046799,0.263098806142807,4.42354909571293,4958.92560943042,-11471.083237442,4961.38680346881,-11471.000301751,4963.84799750719,-11470.91736606,1,0,0,0
20140118093043.daq,129,1,111.766666666667,1,0,right,1.78251190412931,91.9705368280411,12,-0.000529800301655271,26.4124317169189,39.0001332684242,-2.2411949634552,0.161648586392403,0.282082378864288,4.55283066514505,4958.7971624663,-11467.2112722133,4961.25829718952,-11467.1265946034,4963.71943191273,-11467.0419169934,1,0,0,0
