daqname,subject,instance,time,road_type,oncoming,direction,heading_local,heading,width,curvature,speed,distance,steer,throttle,brake,lat_dist,front_left_x,front_left_y,front_center_x,front_center_y,front_right_x,front_right_y,pre_phase,ld_phase,post_phase,exceed
20130731123551.daq,113,1,69.8,1,0,right,5.99884033203125,-185.998840332031,12,-0.00648093392144722,21.5375747680664,0,-1.45018494129181,0.362289160490036,-0.041962306946516,3.10853097319802,-29087.1897350633,-25405.8160295304,-29086.9323737805,-25403.3669236541,-29086.6750124977,-25400.9178177777,1,0,0,0
20130731123551.daq,113,1,69.9,1,0,right,5.97650146484375,-185.976501464844,12,-0.0060689769659761,21.8518218994141,3.18270277901911,-0.659174978733063,0.375007659196854,-0.0799291878938675,3.39934033787428,-29090.3553484856,-25405.4991002795,-29090.0989420964,-25403.0498942475,-29089.8425357072,-25400.6006882156,1,0,0,0
20130731123551.daq,113,1,70,1,0,right,5.94970703125,-185.94970703125,12,-0.00567632439743864,22.2012920379639,6.41397212849597,-3.33981990814209,0.374547034502029,-0.041962306946516,3.73772246406844,-29093.5697090767,-25405.1609716899,-29093.3144480894,-25402.711646017,-29093.059187102,-25400.2623203442,1,0,0,0
20130731123551.daq,113,1,70.1,1,0,right,5.83157348632813,-185.831573486328,12,-0.00530333360187715,22.5491027832031,9.69554225825414,-11.2938642501831,0.375420093536377,-0.0229789838194847,4.08277223202707,-29096.8292880736,-25404.8169684314,-29096.5790776923,-25402.367121663,-29096.3288673109,-25399.9172748946,1,0,0,0
20130731123551.daq,113,1,70.2,1,0,right,5.57205200195313,-185.572052001953,12,-0.00495011976320242,22.9052829742432,13.0288003310056,-19.4236888885498,0.374710202217102,-0.0704375207424164,4.42186732055214,-29100.13703266,-25404.4800437202,-29099.897921399,-25402.0290887577,-29099.6588101381,-25399.5781337951,1,0,0,0
20130731123551.daq,113,1,70.3,1,0,right,5.17669677734375,-185.176696777344,12,-0.00461658863772359,23.2657260894775,16.4146497136212,-25.3562641143799,0.376078754663467,-0.0134870894253254,4.73771214828434,-29103.4948783203,-25404.1673858639,-29103.2726848205,-25401.7148393359,-29103.0504913207,-25399.2622928079,1,0,0,0
20130731123551.daq,113,1,70.4,1,0,right,4.6875,-184.6875,12,-0.00430245270884378,23.6276912689209,19.8535030534372,-28.8718643188477,0.375622898340225,-0.041962306946516,5.02089425288503,-29106.9034638462,-25403.8879894752,-29106.7022182647,-25401.4336352547,-29106.5009726832,-25398.9792810343,1,0,0,0
20130731123551.daq,113,1,70.5,1,0,right,4.13406372070313,-184.134063720703,12,-0.00400725075649921,23.9891738891602,23.34543096278,-31.4646186828613,0.375347822904587,-0.041962306946516,5.26866570887083,-29110.3671376326,-25403.643835579,-29110.1896083783,-25401.1876519973,-29110.0120791239,-25398.7314684155,1,0,0,0
20130731123551.daq,113,1,70.6,1,0,right,3.55633544921875,-183.556335449219,12,-0.00373037682877995,24.3483581542969,26.8902287614837,-31.5085639953613,0.374603718519211,0.00549623370170593,5.47952128745332,-29113.8827042315,-25403.4362659799,-29113.7299499212,-25400.9784172164,-29113.5771956109,-25398.5205684529,1,0,0,0
20130731123551.daq,113,1,70.7,1,0,right,2.99166870117188,-182.991668701172,12,-0.00347101639690447,24.7042293548584,30.4874684395431,-29.5310382843018,0.375213265419006,-0.0229789838194847,5.65957579672501,-29117.4528688249,-25403.2590030448,-29117.3243443627,-25400.7997682276,-29117.1958199005,-25398.3405334104,1,0,0,0
20130731123551.daq,113,1,70.8,1,0,right,2.48040771484375,-182.480407714844,12,-0.0032281761921109,25.0565090179443,34.136643192081,-25.6638793945313,0.37424024939537,-0.15586294233799,5.81121407014223,-29121.0785408492,-25403.1095181913,-29120.971965426,-25400.649234447,-29120.8653900029,-25398.1889507026,0,1,0,1
20130731123551.daq,113,1,70.9,1,0,right,2.04745483398438,-182.047454833984,12,-0.00300088007560947,25.4050731658936,37.8372101037908,-21.2693786621094,0.375519543886185,-0.0514539666473866,5.93969351226322,-29124.7584151739,-25402.9823739183,-29124.6704336357,-25400.5213550902,-29124.5824520975,-25398.0603362621,0,1,0,1
20130731123551.daq,113,1,71,1,0,right,1.66281127929688,-181.662811279297,12,-0.002788189263261,25.749813079834,41.5886327401277,-20.1707534790039,0.375605970621109,-0.0229789838194847,6.04370976184324,-29128.491920786,-25402.8794823611,-29128.4204626552,-25400.417928348,-29128.3490045245,-25397.956374335,0,1,0,1
20130731123551.daq,113,1,71.1,1,0,right,1.28414916992188,-181.284149169922,12,-0.00258921126874629,26.0898742675781,45.3902747276079,-20.3465347290039,0.375270962715149,-0.0324706435203552,6.1263037607734,-29132.2761850629,-25402.7976435512,-29132.22099654,-25400.3356710391,-29132.1658080171,-25397.873698527,0,1,0,1
20130731123551.daq,113,1,71.2,1,0,right,0.91143798828125,-180.911437988281,12,-0.00240310905255511,26.4253234863281,49.2414541642347,-18.9402942657471,0.375200897455215,-0.041962306946516,6.18965089495756,-29136.1131681904,-25402.7349079548,-29136.0739959452,-25400.2726285315,-29136.0348237,-25397.8103491081,0,1,0,1
20130731123551.daq,113,1,71.3,1,0,right,0.566650390625,-180.566650390625,12,-0.00222910083042444,26.7563629150391,53.1414988691527,-16.6990985870361,0.374919563531876,-0.0609458610415459,6.23321544607177,-29139.9994985122,-25402.6918675195,-29139.9751440935,-25400.2293969541,-29139.9507896748,-25397.7669263886,0,1,0,1
20130731123551.daq,113,1,71.4,1,0,right,0.27301025390625,-180.273010253906,12,-0.00206645081950265,27.0834255218506,57.089809138799,-13.5350589752197,0.375689268112183,-0.089420847594738,6.2542111420054,-29143.9338189052,-25402.6710020597,-29143.9220848813,-25400.2084390177,-29143.9103508573,-25397.7458759756,0,1,0,1
20130731123551.daq,113,1,71.5,1,0,right,0.04229736328125,-180.042297363281,12,-0.00191445737840415,27.4065608978271,61.0857938251484,-10.107349395752,0.375293463468552,0.0244797877967358,6.25948288944543,-29147.9203736848,-25402.665742595,-29147.9185557308,-25400.2031522681,-29147.9167377767,-25397.7405619411,0,1,1,1
20130731123551.daq,113,1,71.6,1,0,right,-0.129150390625,-179.870849609375,12,-0.00177244511770052,27.7259616851807,65.1288993359567,-7.20697975158691,0.375057727098465,-0.0799291878938675,6.24893535893222,-29151.957166317,-25402.6763335161,-29151.9627172375,-25400.2137487743,-29151.9682681581,-25397.7511640324,0,1,1,1
20130731123551.daq,113,1,71.7,1,0,right,-0.255859375,-179.744140625,12,-0.00163976219267488,28.0421352386475,69.2185990976941,-5.62495946884155,0.375433474779129,-0.0799291878938675,6.23121521874186,-29156.0419155705,-25402.6939182478,-29156.052912452,-25400.2313518036,-29156.0639093335,-25397.7687853594,0,1,1,1
20130731123551.daq,113,1,71.8,1,0,right,-0.362884521484375,-179.637115478516,12,-0.00151578205630508,28.3552417755127,73.3544515793415,-5.05367469787598,0.375760644674301,-0.108404405415058,6.20701677088933,-29160.1740143603,-25402.7180953807,-29160.1896111493,-25400.2555537742,-29160.2052079382,-25397.7930121677,0,1,1,1
20130731123551.daq,113,1,71.9,1,0,right,-0.449798583984375,-179.550201416016,12,-0.00139990504674575,28.6656475067139,77.5360228029976,-3.73532485961914,0.375279098749161,-0.0704375207424164,6.18014028367935,-29164.1776989581,-25402.7449350719,-29164.197031247,-25400.2824199581,-29164.216363536,-25397.8199048442,0,1,1,1
20130731123551.daq,113,1,72,1,0,right,-0.50347900390625,-179.496520996094,12,-0.00129155743870006,28.9735565185547,81.7626202363499,-1.75779986381531,0.375194281339645,-0.0799291878938675,6.14551622855718,-29168.576742326,-25402.7794910063,-29168.5983817367,-25400.3169950857,-29168.6200211475,-25397.854499165,0,1,1,1
20130731123551.daq,113,1,72.1,1,0,right,-0.515472412109375,-179.484527587891,12,-0.00119019066379414,29.2798671722412,86.0345737221855,0.483394980430603,0.375937551259995,-0.15586294233799,6.10960033611367,-29172.8479252703,-25402.8153857035,-29172.8700801412,-25400.3528943665,-29172.8922350121,-25397.8904030294,0,1,1,1
20130731123551.daq,113,1,72.2,1,0,right,-0.481048583984375,-179.518951416016,12,-0.00109528300558027,29.5842399597168,90.3513065193529,2.59275484085083,0.378497987985611,-0.117896065115929,6.07467984375478,-29177.1671494055,-25402.8503753967,-29177.1878247852,-25400.3878711932,-29177.2085001648,-25397.9253669898,0,1,1,1
20130731123551.daq,113,1,72.3,1,0,right,-0.415924072265625,-179.584075927734,12,-0.00100634642483757,29.8869438171387,94.7125565766269,3.42770981788635,0.384407073259354,-0.165354609489441,6.0435422349226,-29181.5320631624,-25402.8815201198,-29181.5499395556,-25400.4189940067,-29181.5678159487,-25397.9564678935,0,1,1,1
20130731123551.daq,113,1,72.4,1,0,right,-0.3419189453125,-179.658081054688,12,-0.000922935197747194,30.1892395019531,99.1181423161256,3.38376474380493,0.388926863670349,-0.0609458610415459,6.01706162242457,-29185.9421158729,-25402.9082093176,-29185.9568115717,-25400.4456621689,-29185.9715072705,-25397.9831150201,0,1,1,1
20130731123551.daq,113,1,72.5,1,0,right,-0.269012451171875,-179.730987548828,12,-0.000844652164406015,30.5108070373535,103.569089656387,2.98825979232788,0.393487572669983,-0.089420847594738,5.99617501250092,-29190.3951041137,-25402.9291045148,-29190.4066663127,-25400.46654066,-29190.4182285118,-25398.0039768052,0,1,1,1
20130731123551.daq,113,1,72.6,1,0,right,-0.21533203125,-179.78466796875,12,-0.00077114867282886,30.8453769683838,108.068535682294,1.66990995407104,0.396512597799301,-0.089420847594738,5.98179480887209,-29194.8983909559,-25402.9433712198,-29194.907645974,-25400.4807976132,-29194.916900992,-25398.0182240066,0,1,1,1
20130731123551.daq,113,1,72.7,1,0,right,-0.189422607421875,-179.810577392578,12,-0.00070211058968428,31.179313659668,112.617046714495,0.219724997878075,0.397590726613998,-0.0229789838194847,5.97173289491486,-29199.4498148284,-25402.9534912311,-29199.4579562581,-25400.4909136911,-29199.4660976877,-25398.0283361511,0,1,1,1
20130731123551.daq,113,1,72.8,1,0,right,-0.190704345703125,-179.809295654297,12,-0.000637248403937333,31.5075244903564,117.214208870109,-0.966789960861206,0.397601574659348,-0.089420847594738,5.96181979836879,-29204.0474393049,-25402.9633359525,-29204.0556358238,-25400.5007585952,-29204.0638323427,-25398.0381812379,0,1,1,1
20130731123551.daq,113,1,72.9,1,0,right,-0.212493896484375,-179.787506103516,12,-0.000576299466315874,31.821907043457,121.858591252943,-1.40623986721039,0.398202896118164,-0.0704375207424164,5.95070740425794,-29208.4980707595,-25402.9744461071,-29208.5072037944,-25400.5118720451,-29208.5163368294,-25398.049297983,0,1,1,1
20130731123551.daq,113,1,73,1,0,right,-0.23876953125,-179.76123046875,12,-0.000519019611630139,32.1128349304199,126.547442826351,-1.18651497364044,0.398303776979446,-0.0609458610415459,5.93543071505567,-29213.3821840209,-25402.9897390532,-29213.3924463823,-25400.5271694385,-29213.4027087437,-25398.0645998238,0,1,1,1
20130731123551.daq,113,1,73.1,1,0,right,-0.26202392578125,-179.737976074219,12,-0.000465176991270448,32.3885612487793,131.277660214733,-1.05467987060547,0.398293167352676,-0.089420847594738,5.91833985037154,-29218.1140279228,-25403.0067984797,-29218.125289756,-25400.544233233,-29218.1365515892,-25398.0816679862,0,1,1,1
20130731123551.daq,113,1,73.2,1,0,right,-0.28155517578125,-179.718444824219,12,-0.000414551001322379,32.6586532592773,136.047839890289,-0.791009962558746,0.398535132408142,-0.117896065115929,5.89771466045956,-29222.8850264112,-25403.0275343161,-29222.8971276944,-25400.5649730514,-29222.9092289775,-25398.1024117867,0,1,1,1
